episode,rewards_total
1,-31.6987740105
2,-29.2921220232
3,-3.37830052909
4,-96.2198172226
5,1.82553185791
6,1.1464953045
7,0.695945346611
8,0.395161162381
9,-1.89935319655
10,1.08268674546
11,0.584938033841
12,-1.20502139569
13,-0.235943936709
14,1.15527720104
15,1.02107205189
16,0.7557986054
17,0.0582096779907
18,1.36916480124
19,1.84976412278
20,0.927666763207
21,0.0764331244502
22,0.991577955558
23,0.590324909405
24,-0.288401141151
25,1.17541829107
26,-0.800659727464
27,0.292652749588
28,0.606063167186
29,-1.10235648886
30,0.675846259372
31,-0.867765265853
32,0.260238814663
33,0.464714379863
34,1.04558564012
35,-1.71883704008
36,-0.247754720961
37,0.923513584731
38,-0.363984716446
39,0.863680726563
40,0.109577398389
41,0.458428119195
42,1.22238110726
43,0.0292996900617
44,-0.0760960184565
45,1.13514357635
46,1.02718346028
47,0.503677429776
48,1.95925893571
49,-1.45404404234
50,0.460560933792
51,0.556933527041
52,0.253487039587
53,0.556170899464
54,0.434582726724
55,-0.272220407489
56,1.33242118371
57,0.514528943349
58,0.805263526745
59,-1.55185768009
60,1.76254621794
61,-0.175383366056
62,1.43071349491
63,-0.822572354699
64,-0.819893544993
65,0.0343142273668
66,0.968062750055
67,1.59081469646
68,1.02215920784
69,1.22774404082
70,-0.357352539145
71,-1.01011679456
72,-1.65076658454
73,-0.804284442862
74,1.78646123133
75,-0.893149676464
76,0.545129256622
77,0.637875544432
78,-0.716165903103
79,0.294884054427
80,-0.814408780572
81,-2.31609089871
82,-1.55710363457
83,0.728833368218
84,-0.239803078799
85,-2.70932149006
86,-0.772680976894
87,0.727079104291
88,-0.389275586669
89,1.54489042671
90,1.66642633062
91,-0.372274158228
92,0.158374141034
93,1.14525705819
94,-0.935835496578
95,-0.0500465381613
96,1.31342564354
97,0.791730847507
98,0.97395324319
99,-0.188061688209
100,-0.511463154713
101,0.0627712274287
102,-0.870347534736
103,-0.0276891434982
104,0.617430972679
105,1.42479981437
106,0.581004894843
107,0.211271484353
108,1.65514230851
109,-0.604738361554
110,0.640018922669
111,1.21623323191
112,0.036963599528
113,0.642573060552
114,0.926584129662
115,1.41390229468
116,1.41093500647
117,0.758595762816
118,-0.307258731909
119,-0.0228258162567
120,0.0336580972254
121,0.562069586634
122,-0.114427011646
123,0.0266794401582
124,0.932268409417
125,0.888247163565
126,1.05778702062
127,0.594749814433
128,0.0168608138455
129,0.988143622993
130,0.727950027167
131,-0.329567473002
132,0.436991835884
133,1.5908282681
134,-0.0206040821306
135,-0.0183657749656
136,0.965478899428
137,1.05227721669
138,-0.34249183717
139,0.0442755443735
140,-1.25912891842
141,-2.31359611451
142,-0.801311718446
143,1.43297232569
144,0.47741222126
145,0.504649179146
146,-0.0127195110881
147,-1.28779949273
148,0.675944259069
149,0.775317602255
150,2.20577529124
151,0.995971257245
152,1.6504480185
153,0.981470775793
154,-0.584673955444
155,1.92373368712
156,1.72698764804
157,-0.0141342779664
158,1.18173699087
159,1.46356509206
160,-2.00905874333
161,1.21731490675
162,-1.30394372769
163,0.0705883503039
164,1.20904226897
165,1.61357821827
166,0.69153109882
167,0.34864811012
168,1.47169600939
169,-0.640750593787
170,0.435664574623
171,-1.79269637098
172,-0.31917979816
173,2.38017791399
174,-0.317029583385
175,0.055423319751
176,-2.01810060354
177,0.546277365499
178,0.682327526002
179,-1.43341527677
180,2.93064657037
181,-1.09719329966
182,-0.514531471686
183,-0.820160908575
184,0.267834592539
185,-0.778316268072
186,-1.23302984489
187,1.43238814919
188,0.460219715155
189,0.352000450349
190,0.759559123274
191,0.518600965795
